0.968750,0.015625,0.015625
0.023438,0.976562,0.000000
0.289062,0.187500,0.523438
0.453125,0.464844,0.082031
0.746094,0.242188,0.011719
0.214844,0.089844,0.695312
0.027344,0.968750,0.003906
0.878906,0.082031,0.039062
0.941406,0.015625,0.042969
0.457031,0.042969,0.500000
0.988281,0.000000,0.011719
0.878906,0.105469,0.015625
0.007812,0.992188,0.000000
0.937500,0.023438,0.039062
0.976562,0.011719,0.011719
0.019531,0.046875,0.933594
0.050781,0.808594,0.140625
0.003906,0.007812,0.988281
0.097656,0.285156,0.617188
0.839844,0.007812,0.152344
0.027344,0.121094,0.851562
0.007812,0.000000,0.992188
1.000000,0.000000,0.000000
0.007812,0.007812,0.984375
0.179688,0.207031,0.613281
0.000000,0.988281,0.011719
0.996094,0.000000,0.003906
0.011719,0.988281,0.000000
0.000000,0.914062,0.085938
0.593750,0.382812,0.023438
0.050781,0.898438,0.050781
0.109375,0.859375,0.031250
0.765625,0.042969,0.191406
0.921875,0.062500,0.015625
0.000000,0.007812,0.992188
0.160156,0.070312,0.769531
0.000000,0.000000,1.000000
0.152344,0.621094,0.226562
0.214844,0.742188,0.042969
0.015625,0.007812,0.976562
0.042969,0.082031,0.875000
0.042969,0.023438,0.933594
0.000000,0.996094,0.003906
0.355469,0.300781,0.343750
0.277344,0.039062,0.683594
0.972656,0.023438,0.003906
0.039062,0.925781,0.035156
0.371094,0.566406,0.062500
0.472656,0.308594,0.218750
0.011719,0.007812,0.980469
0.937500,0.062500,0.000000
1.000000,0.000000,0.000000
0.019531,0.007812,0.972656
0.003906,0.996094,0.000000
1.000000,0.000000,0.000000
0.011719,0.000000,0.988281
0.000000,0.000000,1.000000
0.191406,0.769531,0.039062
0.375000,0.472656,0.152344
0.023438,0.464844,0.511719
0.968750,0.011719,0.019531
0.023438,0.972656,0.003906
0.000000,0.007812,0.992188
0.820312,0.136719,0.042969
0.023438,0.078125,0.898438
0.003906,0.039062,0.957031
0.046875,0.949219,0.003906
0.000000,0.000000,1.000000
0.500000,0.394531,0.105469
0.007812,0.992188,0.000000
0.023438,0.976562,0.000000
0.062500,0.921875,0.015625
0.871094,0.066406,0.062500
0.847656,0.121094,0.031250
0.058594,0.195312,0.746094
0.003906,0.457031,0.539062
0.003906,0.000000,0.996094
0.003906,0.000000,0.996094
0.019531,0.925781,0.054688
0.996094,0.000000,0.003906
0.976562,0.011719,0.011719
0.960938,0.011719,0.027344
0.003906,0.003906,0.992188
0.425781,0.027344,0.546875
0.074219,0.863281,0.062500
0.003906,0.000000,0.996094
0.992188,0.003906,0.003906
