1.000000,27895536.335668,100907151.550386,88290163.642503,27747959.522896,13544895.520226,6032274.041509,136620274.732904,0.000000
2.000000,104359872.763091,128225561.572770,144744838.841783,47212288.258147,14638399.414053,4656835.145223,49239788.554958,1.000000
3.000000,45058654.494798,102377060.539294,39706187.369817,16765604.345182,9393101.093684,3112345.906015,89685458.283031,0.000000
4.000000,63625084.980141,87409527.210278,30324503.025829,31085802.835866,11920472.753832,6181495.023623,83055173.728878,0.000000
5.000000,68615474.158213,55630331.354937,34400382.237047,16321977.344475,8851569.270636,3760765.552838,78290238.058653,1.000000
6.000000,25395052.762600,132041480.182922,84858493.568270,21533626.103931,15075154.164574,7471343.479799,87601888.053519,0.000000
7.000000,98781058.311692,117477035.637789,138667994.482389,49511898.843016,18174616.178058,3963875.766623,42450339.955041,1.000000
8.000000,43221824.090500,93492058.308494,40943777.058803,25602779.797722,13143662.041282,3054974.444226,116204916.054943,0.000000
9.000000,23117798.921512,84849901.936769,58873291.572429,15602515.805312,9263083.083429,3435624.174972,102253031.956351,0.000000
10.000000,14535455.771684,87615216.969654,117476665.862944,17238978.706538,12465369.266157,4452653.323255,81023291.574503,2.000000
11.000000,19136405.593806,59461679.629756,81500284.859750,22222468.951838,16730298.986783,8114108.940432,136892148.273250,0.000000
12.000000,50783975.685083,121087466.305410,81414594.522898,35524329.845578,45797317.104219,12106216.305569,228535553.330235,0.000000
13.000000,135533777.012035,122251403.410831,103833670.276420,34470490.791956,22682765.115547,5543929.059899,70309448.954732,1.000000
14.000000,29938288.017947,56874170.816537,124842684.992624,44106789.583292,19900778.659078,6616058.369798,127780987.925113,0.000000
15.000000,47109251.219136,54676412.848848,107168439.261826,20750688.679516,21737928.355939,6497643.945918,148127472.475584,0.000000
16.000000,10599634.591232,156729579.590637,138544808.808793,23182200.923363,10501095.896869,6031555.727764,80164795.065844,2.000000
17.000000,98593129.880970,135838244.067831,166633552.003244,47905264.030281,18101323.934276,4346153.216768,96547983.130407,1.000000
18.000000,14411216.163569,155626265.501840,41426680.433343,12973936.009604,8542108.135601,3290588.483891,42028921.482493,2.000000
19.000000,27328747.670831,159872731.197163,156036451.782484,31622248.445801,24377584.745809,9127545.527642,30902479.946558,2.000000
20.000000,11081669.364015,54420031.081686,97336593.345261,26264173.234170,11536955.237096,4641545.565893,101579139.717242,0.000000
21.000000,8516359.396216,123443181.414517,89172162.610438,27444260.767682,15206757.221870,3631894.597620,30209719.469653,2.000000
22.000000,9074616.050013,216121099.527380,102888099.735298,17205015.441488,10763232.004493,2651477.011353,88441264.534017,2.000000
23.000000,32080087.938506,64465897.256823,108829720.284169,24772411.773416,15666672.497770,5613802.987347,163528623.659896,0.000000
24.000000,13449780.243575,160009784.188935,89161290.851840,16544199.264820,10039570.761229,3563714.012838,75717634.661455,2.000000
25.000000,21726136.084376,93088587.860041,59081636.584018,23370756.580808,16739085.787541,6269055.545308,23133583.508778,2.000000
26.000000,81201442.409793,125920624.891019,131885793.351303,59241024.289983,17910765.556140,7425190.296438,63913774.353113,1.000000
27.000000,28972989.336141,76146267.913897,59121984.001014,22491028.681989,13230958.783967,4374398.568348,115974962.060250,0.000000
28.000000,108258472.184571,125551042.899496,163937563.470145,41204211.667325,21540509.245939,4321144.070624,49744578.471552,1.000000
29.000000,52797054.402426,114719787.384792,182799592.316771,57831988.837899,22238021.834804,6058867.124818,81600497.390606,1.000000
30.000000,45646553.471662,66581918.947868,41835347.323076,18227287.983278,9744039.474716,3227103.584848,76196447.697997,1.000000
31.000000,45169005.585047,110163675.184540,87269980.726116,40358715.251297,13182404.106139,4818225.788473,56704634.662959,1.000000
32.000000,62439517.442732,61369503.251487,75159601.291574,21705868.440375,14485787.076632,2151983.533941,52550622.960097,0.000000
33.000000,30116005.077739,55712375.860835,13773367.454366,12562850.720244,8402276.961820,3460610.675640,101405579.372855,0.000000
34.000000,52139076.470896,31298952.498200,16048878.325634,19932298.663424,7902071.166702,3472475.211702,121226730.583443,0.000000
35.000000,8244968.912611,217745893.502611,30497640.192356,15996244.016366,11347675.521409,2495301.748406,49613985.690269,2.000000
36.000000,30599517.855819,173378247.480049,41970796.156212,18780674.186920,12671423.096905,5063657.148838,97325786.457436,2.000000
