0.988335,0.002364,0.009301
0.002124,0.990648,0.007228
0.294817,0.186346,0.518837
0.420184,0.500593,0.079224
0.653339,0.339799,0.006862
0.040979,0.035681,0.923341
0.001531,0.995853,0.002616
0.984672,0.012248,0.003080
0.962192,0.012286,0.025522
0.200478,0.029603,0.769919
0.997816,0.001247,0.000937
0.969888,0.021916,0.008195
0.009004,0.986304,0.004691
0.990466,0.008141,0.001393
0.990933,0.008554,0.000512
0.002677,0.004433,0.992889
0.014455,0.940355,0.045190
0.002235,0.005112,0.992653
0.032298,0.168075,0.799627
0.965843,0.011318,0.022839
0.007942,0.063632,0.928426
0.003694,0.006333,0.989973
0.993969,0.005074,0.000958
0.006846,0.007807,0.985347
0.090992,0.192929,0.716079
0.006241,0.981613,0.012146
0.994125,0.002967,0.002909
0.002868,0.993537,0.003595
0.013752,0.967828,0.018420
0.664157,0.316647,0.019196
0.039252,0.892682,0.068065
0.005611,0.993233,0.001156
0.954243,0.017589,0.028169
0.979599,0.019326,0.001074
0.004025,0.003640,0.992335
0.174410,0.058278,0.767312
0.002388,0.001841,0.995771
0.142448,0.749709,0.107843
0.022716,0.970087,0.007198
0.086732,0.009035,0.904233
0.003705,0.003392,0.992903
0.003226,0.008566,0.988208
0.007029,0.989975,0.002996
0.596043,0.077702,0.326255
0.219078,0.010980,0.769943
0.994148,0.005226,0.000627
0.058261,0.906928,0.034812
0.473781,0.383466,0.142753
0.398345,0.581683,0.019972
0.004266,0.006919,0.988815
0.994013,0.005571,0.000417
0.998181,0.001102,0.000717
0.013456,0.009555,0.976989
0.002043,0.993900,0.004057
0.998974,0.000651,0.000375
0.007979,0.002871,0.989150
0.002762,0.002200,0.995038
0.117174,0.857075,0.025751
0.105917,0.880445,0.013638
0.091180,0.303749,0.605071
0.984150,0.011388,0.004463
0.006648,0.989571,0.003782
0.001738,0.002736,0.995526
0.931552,0.052650,0.015798
0.013317,0.042470,0.944213
0.013735,0.027972,0.958294
0.090907,0.893433,0.015660
0.001188,0.001390,0.997423
0.383227,0.521119,0.095654
0.004098,0.991854,0.004048
0.004551,0.992670,0.002779
0.017506,0.974520,0.007974
0.985689,0.010698,0.003613
0.971792,0.025447,0.002761
0.058896,0.118059,0.823045
0.004203,0.357907,0.637890
0.001152,0.001125,0.997723
0.001678,0.003258,0.995065
0.037826,0.939053,0.023120
0.997774,0.001304,0.000922
0.996657,0.002304,0.001039
0.993655,0.001367,0.004978
0.008844,0.003000,0.988156
0.229012,0.007692,0.763296
0.013421,0.965208,0.021371
0.002290,0.004036,0.993673
0.996701,0.002247,0.001052
0.372714,0.590434,0.036852
0.997477,0.000994,0.001528
0.001636,0.995016,0.003348
0.001744,0.001317,0.996939
0.049763,0.012968,0.937269
0.743640,0.201462,0.054898
0.958303,0.036501,0.005196
0.994306,0.001717,0.003977
0.002478,0.004015,0.993507
0.010279,0.965843,0.023878
0.019408,0.974089,0.006503
0.417851,0.502639,0.079509
0.138823,0.833628,0.027549
0.006044,0.007721,0.986235
0.012027,0.029202,0.958771
0.024993,0.972153,0.002854
0.007032,0.976760,0.016208
0.007005,0.984365,0.008630
0.003764,0.946240,0.049996
0.026824,0.014175,0.959001
0.998549,0.000702,0.000749
0.058647,0.937518,0.003835
0.000830,0.001606,0.997564
0.971631,0.025838,0.002532
0.007403,0.013638,0.978959
0.162258,0.819826,0.017916
0.980980,0.005069,0.013951
0.003596,0.008612,0.987793
0.074630,0.913767,0.011603
0.023458,0.004314,0.972229
0.592376,0.252234,0.155391
0.037818,0.004280,0.957902
0.404306,0.528028,0.067666
0.015551,0.007595,0.976855
0.000891,0.001983,0.997126
0.002093,0.001271,0.996636
0.004174,0.003700,0.992126
0.149243,0.223801,0.626956
0.006518,0.977887,0.015595
0.014142,0.984517,0.001341
