0.908957,0.024877,0.066166
0.001787,0.997735,0.000478
0.510982,0.203313,0.285705
0.611471,0.331293,0.057236
0.470580,0.517460,0.011959
0.145794,0.026087,0.828119
0.001657,0.997908,0.000435
0.824814,0.143263,0.031923
0.752140,0.045099,0.202761
0.220809,0.023703,0.755488
0.997551,0.000378,0.002070
0.998452,0.001280,0.000268
0.033229,0.966293,0.000478
0.861421,0.102354,0.036225
0.997849,0.001617,0.000534
0.001902,0.007367,0.990731
0.027794,0.969230,0.002976
0.000691,0.006513,0.992796
0.001783,0.169433,0.828784
0.899545,0.036785,0.063670
0.003167,0.074230,0.922603
0.002947,0.003942,0.993111
0.996535,0.002160,0.001305
0.003724,0.009159,0.987117
0.055525,0.130477,0.813998
0.005040,0.992267,0.002694
0.941907,0.034183,0.023910
0.004518,0.994460,0.001021
0.023377,0.956909,0.019714
0.516968,0.425949,0.057083
0.024805,0.862560,0.112635
0.037999,0.955789,0.006212
0.966491,0.017026,0.016483
0.912058,0.086277,0.001665
0.000821,0.002767,0.996412
0.115931,0.019070,0.864998
0.003897,0.002071,0.994032
0.134183,0.693582,0.172235
0.280987,0.663968,0.055045
0.031537,0.034313,0.934150
0.029057,0.020481,0.950462
0.012087,0.046524,0.941389
0.017755,0.982119,0.000126
0.269698,0.271625,0.458677
0.142547,0.041041,0.816412
1.000000,0.000000,0.000000
0.336273,0.588499,0.075229
0.478051,0.430903,0.091046
0.338753,0.615217,0.046031
0.002723,0.008463,0.988814
0.965004,0.032925,0.002071
0.986816,0.005831,0.007353
0.015356,0.015612,0.969032
0.001750,0.997548,0.000702
0.999964,0.000031,0.000005
0.007278,0.001720,0.991002
0.002577,0.003053,0.994371
0.155897,0.788507,0.055595
0.401639,0.585539,0.012822
0.023148,0.510024,0.466827
0.980035,0.015924,0.004041
0.064577,0.914776,0.020648
0.000005,0.000005,0.999990
0.920012,0.069435,0.010553
0.004173,0.035388,0.960439
0.009771,0.038780,0.951448
0.003547,0.996223,0.000230
0.005666,0.009986,0.984349
0.374579,0.510023,0.115398
0.015565,0.976802,0.007633
0.023877,0.965371,0.010751
0.016481,0.978712,0.004807
0.964139,0.015237,0.020624
0.973759,0.024687,0.001554
0.012998,0.047620,0.939382
0.004506,0.101658,0.893836
0.000004,0.000002,0.999994
0.019634,0.004347,0.976020
0.020556,0.975039,0.004405
0.996407,0.001519,0.002074
0.998981,0.000738,0.000281
0.976640,0.001480,0.021880
0.003133,0.001557,0.995309
0.349217,0.032403,0.618380
0.012716,0.984692,0.002592
0.008745,0.017020,0.974235
0.827919,0.077435,0.094645
0.124138,0.754397,0.121465
0.983093,0.001919,0.014988
0.004150,0.995045,0.000805
0.006034,0.000694,0.993272
0.238144,0.059355,0.702501
0.701528,0.259939,0.038533
0.974429,0.024797,0.000775
1.000000,0.000000,0.000000
0.001751,0.004763,0.993486
0.052580,0.868110,0.079311
0.027115,0.972507,0.000378
0.503818,0.448782,0.047400
0.231095,0.739435,0.029469
0.004954,0.015805,0.979241
0.123361,0.038375,0.838264
0.016862,0.978307,0.004831
0.006535,0.986679,0.006786
0.030691,0.968565,0.000743
0.008188,0.857674,0.134138
0.019030,0.041685,0.939285
0.997451,0.000561,0.001988
0.074523,0.924080,0.001397
0.000345,0.003745,0.995910
0.903187,0.083577,0.013236
0.041837,0.024635,0.933528
0.583076,0.388370,0.028554
0.993663,0.000325,0.006012
0.000223,0.003958,0.995819
0.398325,0.560283,0.041392
0.012388,0.003100,0.984512
0.804966,0.168688,0.026346
0.098509,0.010624,0.890868
0.567361,0.416465,0.016173
0.011306,0.009039,0.979655
0.000635,0.001447,0.997918
0.009149,0.005241,0.985610
0.001395,0.003165,0.995440
0.521985,0.171084,0.306931
0.009798,0.988918,0.001284
0.016580,0.980784,0.002636
0.036489,0.009766,0.953745
0.958985,0.015476,0.025538
0.015688,0.105077,0.879235
0.801910,0.150219,0.047872
0.017815,0.007652,0.974533
0.002780,0.996598,0.000622
0.186172,0.375160,0.438668
0.071854,0.017417,0.910729
0.996544,0.000649,0.002807
0.037554,0.002611,0.959835
0.031097,0.025621,0.943282
0.377410,0.153514,0.469076
0.981276,0.002432,0.016293
0.947020,0.029111,0.023869
0.033813,0.911442,0.054746
0.003304,0.003493,0.993203
0.098701,0.588162,0.313137
0.091592,0.132582,0.775826
0.804171,0.002487,0.193343
0.050830,0.005591,0.943579
0.574847,0.325079,0.100074
0.996087,0.003763,0.000149
0.025091,0.971673,0.003236
0.766329,0.230879,0.002792
0.006111,0.991745,0.002144
0.357512,0.555411,0.087077
0.980967,0.010789,0.008244
0.014983,0.856203,0.128814
0.279558,0.286536,0.433906
0.050379,0.922033,0.027588
0.997348,0.000361,0.002291
0.022568,0.970681,0.006750
0.255966,0.722440,0.021594
0.002342,0.993276,0.004382
0.003390,0.993626,0.002984
0.994982,0.001482,0.003536
0.058865,0.008466,0.932669
0.003431,0.995693,0.000876
0.002988,0.023512,0.973500
0.624852,0.253551,0.121597
0.809673,0.135888,0.054439
0.019946,0.003731,0.976323
0.040177,0.953611,0.006213
0.004337,0.994376,0.001287
